rating,date,variation,love_dummy,great_dummy,like_dummy,easy_dummy,works_dummy,good_dummy,doesnt_dummy,quality_dummy,better_dummy,well_dummy
5,28-Jul-18,Heather Gray Fabric ,0,0,1,0,0,0,0,0,0,0
5,28-Jul-18,Heather Gray Fabric ,0,0,1,0,0,0,0,0,0,0
3,28-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,28-Jul-18,Heather Gray Fabric ,1,0,0,0,0,0,0,0,0,0
5,28-Jul-18,Charcoal Fabric ,1,0,0,0,0,1,0,0,0,0
1,28-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,28-Jul-18,Charcoal Fabric ,0,0,0,1,0,0,0,1,0,0
5,28-Jul-18,Charcoal Fabric ,1,0,0,0,0,0,0,0,0,0
4,28-Jul-18,Charcoal Fabric ,0,0,0,0,1,0,0,0,0,0
5,28-Jul-18,Charcoal Fabric ,0,1,0,0,1,0,0,0,0,0
5,28-Jul-18,Charcoal Fabric ,0,1,0,0,0,0,0,0,0,0
5,28-Jul-18,Charcoal Fabric ,0,1,0,0,0,0,0,0,0,0
5,28-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,28-Jul-18,Charcoal Fabric ,0,1,0,0,0,0,0,0,1,0
1,31-Jul-18,Black,0,0,0,0,1,0,0,0,0,0
5,30-Jul-18,Black,1,0,1,1,0,0,0,0,0,0
5,30-Jul-18,Black,0,1,0,0,1,0,0,0,0,0
5,30-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
4,30-Jul-18,White,1,0,0,0,0,0,0,0,1,0
4,30-Jul-18,Black,0,0,0,0,1,0,0,0,0,0
5,30-Jul-18,Black,1,1,0,0,1,0,0,0,0,0
4,30-Jul-18,Black,1,0,1,1,1,0,0,0,0,0
5,29-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,29-Jul-18,White,1,0,0,0,0,0,0,0,0,0
4,29-Jul-18,White,0,0,0,0,0,0,0,0,0,0
1,29-Jul-18,Black,0,0,0,0,1,0,0,0,0,0
3,29-Jul-18,Black,0,0,1,0,1,0,1,0,0,0
5,28-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,28-Jul-18,White,0,1,0,0,0,0,0,0,0,0
5,28-Jul-18,White,0,0,1,0,0,0,0,0,0,0
5,28-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,28-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
1,28-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
1,28-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
3,27-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,27-Jul-18,Black,1,1,0,0,0,0,0,0,0,0
5,27-Jul-18,Black,0,0,0,0,1,0,0,0,0,0
1,27-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
1,26-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,26-Jul-18,White,1,0,0,0,0,0,0,0,0,0
2,26-Jul-18,Black,0,0,1,0,0,0,1,0,0,0
5,26-Jul-18,Black,0,0,0,0,1,0,0,0,0,1
5,26-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,26-Jul-18,White,1,0,0,0,0,0,0,0,0,0
5,25-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
1,25-Jul-18,White,0,0,0,0,0,0,0,0,0,0
2,25-Jul-18,Black,0,0,0,0,0,0,0,1,0,0
4,25-Jul-18,Black,0,0,1,0,1,0,0,0,0,0
4,25-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,25-Jul-18,White,0,0,0,0,0,0,0,0,0,0
3,24-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,24-Jul-18,Black,0,1,0,0,1,1,0,0,0,0
1,24-Jul-18,Black,0,0,1,0,1,0,0,0,0,0
5,24-Jul-18,Black,0,0,1,0,0,0,0,0,0,0
5,23-Jul-18,White,0,0,1,0,1,0,0,0,0,0
5,23-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,23-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,22-Jul-18,White,1,0,0,0,0,0,0,0,0,0
2,22-Jul-18,White,0,0,0,0,0,0,0,0,0,1
5,21-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
1,20-Jul-18,Black,0,0,0,0,0,0,1,0,0,0
5,19-Jul-18,White,0,1,0,0,1,0,0,0,0,0
1,19-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,18-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,18-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,18-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
4,18-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,18-Jul-18,White,0,1,0,0,1,0,0,0,0,0
5,17-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,17-Jul-18,Black,1,1,0,0,1,0,0,0,0,0
1,16-Jul-18,White,0,0,0,0,0,0,0,0,0,0
5,16-Jul-18,Black,0,0,0,0,1,0,0,0,0,0
5,16-Jul-18,White,0,0,0,0,1,1,0,0,0,0
5,15-Jul-18,White,0,0,0,0,0,1,0,0,0,0
5,15-Jul-18,Black,1,0,0,0,1,0,0,0,0,1
5,14-Jul-18,White,0,0,0,0,0,0,0,0,0,0
5,13-Jul-18,Black,0,0,0,0,0,1,0,0,0,0
5,13-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
4,13-Jul-18,Black,0,0,1,0,0,0,0,0,0,0
5,13-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,13-Jul-18,White,0,1,1,0,1,1,0,0,0,0
5,13-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
1,13-Jul-18,Black,0,0,0,0,0,1,0,0,0,0
5,12-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
1,12-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,11-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,11-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,11-Jul-18,Black,0,0,1,0,0,0,0,0,0,0
1,11-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,10-Jul-18,White,1,1,0,0,1,0,0,0,0,0
5,10-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,10-Jul-18,Black,0,0,0,0,0,1,0,0,0,0
5,9-Jul-18,Black,0,0,0,0,0,1,0,0,0,0
5,9-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
4,9-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,9-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,9-Jul-18,White,0,0,0,0,0,0,0,0,0,0
5,9-Jul-18,Black,0,1,0,0,1,0,0,0,0,0
1,9-Jul-18,Black,0,0,0,0,1,0,0,0,0,0
5,8-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,8-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,7-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
5,7-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,7-Jul-18,Black,1,0,0,0,0,1,0,0,0,0
5,7-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
4,7-Jul-18,White,1,0,0,0,0,0,0,0,0,0
5,7-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,6-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
4,5-Jul-18,White,0,1,0,0,1,0,0,0,0,0
5,5-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,5-Jul-18,Black,1,0,1,0,1,0,0,0,0,0
5,5-Jul-18,Black,1,0,0,0,1,0,0,0,0,0
5,5-Jul-18,Black,0,0,0,0,1,1,0,0,0,0
4,5-Jul-18,Black,0,1,1,0,1,0,0,0,0,0
5,4-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
4,4-Jul-18,White,0,0,0,0,1,0,0,0,0,0
5,3-Jul-18,Black,1,0,0,0,0,0,0,0,0,1
5,3-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,3-Jul-18,White,0,0,0,0,0,0,0,0,0,0
5,2-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,2-Jul-18,White,0,1,0,0,1,0,0,0,0,0
4,2-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
4,2-Jul-18,Black,0,1,0,0,1,1,0,0,0,0
4,2-Jul-18,Black,0,0,1,0,0,0,0,0,0,1
5,2-Jul-18,Black,1,1,0,0,0,0,0,0,0,0
5,2-Jul-18,Black,1,0,0,0,0,0,0,0,0,0
5,2-Jul-18,White,0,0,1,0,1,0,0,0,0,0
5,2-Jul-18,White,0,0,0,0,0,0,0,0,0,0
5,1-Jul-18,Black,0,0,0,0,1,0,0,0,0,0
5,1-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
3,1-Jul-18,Black,0,0,0,0,0,1,0,0,0,0
5,1-Jul-18,Black,0,0,0,0,0,0,0,0,0,0
4,1-Jul-18,Black,0,1,0,0,0,0,0,0,0,0
5,1-Jul-18,Black,0,1,1,0,1,0,0,0,0,0
1,1-Jul-18,White,0,0,0,0,1,0,0,0,0,0
5,30-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,30-Jun-18,Black,1,1,0,0,1,0,0,0,0,0
2,29-Jun-18,White,0,0,0,0,0,0,0,0,0,0
5,29-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,28-Jun-18,Black,0,1,0,0,0,0,0,0,0,0
5,28-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
1,28-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
4,27-Jun-18,White,1,0,0,0,0,0,0,0,0,0
5,27-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,27-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
5,27-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,27-Jun-18,Black,1,0,0,0,1,0,0,0,0,0
5,27-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
4,27-Jun-18,White,0,0,1,0,0,0,0,0,0,0
4,27-Jun-18,Black,1,0,0,0,1,0,0,0,0,0
5,26-Jun-18,Black,0,0,1,0,1,0,1,0,0,0
5,26-Jun-18,Black,0,0,0,0,1,0,0,0,0,1
5,26-Jun-18,Black,0,1,0,1,0,0,0,0,0,0
5,26-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
4,26-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
1,26-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,25-Jun-18,Black,1,0,0,0,1,0,0,0,0,0
4,25-Jun-18,Black,0,0,0,0,1,1,0,0,0,0
5,25-Jun-18,Black,1,0,0,0,1,0,0,0,0,0
5,25-Jun-18,Black,1,1,1,0,0,0,0,0,0,0
5,25-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,25-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
4,25-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,25-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,24-Jun-18,Black,0,0,1,0,0,0,0,0,0,0
5,24-Jun-18,White,0,0,1,0,0,0,0,0,0,0
5,24-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,24-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,24-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,24-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
5,23-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,23-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
5,23-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,22-Jun-18,White,0,0,1,0,0,0,0,0,0,0
5,22-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,22-Jun-18,White,1,0,1,0,0,0,0,0,0,0
3,21-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,21-Jun-18,Black,0,1,0,0,1,0,0,0,0,0
5,21-Jun-18,Black,0,1,1,0,0,0,0,0,0,0
5,21-Jun-18,Black,1,0,0,0,0,0,0,0,1,0
5,21-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,21-Jun-18,White,0,0,0,0,0,0,0,0,0,0
5,21-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,21-Jun-18,White,1,0,0,0,0,0,0,0,0,0
4,21-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,21-Jun-18,White,0,0,0,0,1,0,0,0,0,0
5,21-Jun-18,White,0,1,1,0,0,0,0,0,0,0
5,21-Jun-18,White,0,1,0,0,1,0,0,0,0,0
2,20-Jun-18,White,0,0,0,0,0,0,0,0,0,0
5,20-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,20-Jun-18,White,0,0,0,0,0,1,0,0,0,0
5,20-Jun-18,Black,0,1,0,0,0,0,0,0,0,0
5,20-Jun-18,White,0,0,1,0,0,0,0,0,0,0
5,20-Jun-18,Black,0,0,0,1,0,0,0,0,0,0
5,19-Jun-18,White,0,0,0,0,0,0,0,0,0,0
1,19-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
4,19-Jun-18,Black,0,0,0,0,1,0,0,1,0,1
5,18-Jun-18,White,0,0,0,0,0,0,0,0,0,0
5,18-Jun-18,White,0,0,0,0,0,0,1,0,0,0
5,18-Jun-18,Black,0,1,0,0,1,0,0,0,0,0
5,17-Jun-18,Black,0,1,0,0,0,0,0,0,0,0
5,17-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,17-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
4,17-Jun-18,White,0,0,0,0,1,0,0,0,0,0
5,16-Jun-18,Black,0,0,1,0,1,0,0,0,0,0
5,16-Jun-18,White,0,1,0,0,1,0,0,0,0,1
5,16-Jun-18,White,1,0,0,0,0,0,0,0,0,0
5,16-Jun-18,Black,0,0,1,0,0,0,0,0,0,0
2,15-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,15-Jun-18,Black,1,1,0,0,0,0,0,0,0,0
5,15-Jun-18,White,0,0,0,0,1,1,0,0,0,0
3,14-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,14-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
1,14-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,14-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
1,14-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,14-Jun-18,Black,0,1,0,0,0,0,0,0,0,0
5,14-Jun-18,Black,1,1,0,0,0,0,0,0,0,0
5,14-Jun-18,White,1,1,0,0,0,0,0,0,0,0
5,13-Jun-18,Black,0,0,1,1,1,0,0,0,0,0
3,12-Jun-18,Black,0,0,0,0,0,0,0,1,0,1
5,12-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
1,12-Jun-18,Black,0,0,0,0,0,1,0,0,0,0
5,12-Jun-18,White,0,0,1,0,0,0,0,0,0,0
3,12-Jun-18,Black,0,0,1,0,0,0,0,0,0,0
1,12-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,12-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
3,12-Jun-18,Black,0,0,0,0,1,1,0,0,0,1
5,11-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,11-Jun-18,Black,0,0,1,0,0,0,0,0,0,0
2,11-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,11-Jun-18,White,0,0,0,0,0,0,0,0,0,0
5,11-Jun-18,Black,0,0,1,0,0,1,0,0,0,0
5,11-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
4,11-Jun-18,Black,0,0,0,1,1,1,0,0,0,0
5,11-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,11-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,11-Jun-18,Black,1,1,0,0,0,0,0,0,0,0
5,10-Jun-18,White,0,0,0,0,1,0,0,0,0,1
5,10-Jun-18,Black,1,0,1,0,0,0,0,0,0,0
1,10-Jun-18,Black,0,0,1,0,0,0,0,0,0,0
5,10-Jun-18,White,0,0,0,0,1,0,0,0,0,1
5,10-Jun-18,Black,1,1,0,0,1,0,0,0,0,0
1,10-Jun-18,Black,0,1,0,0,0,0,0,0,0,0
5,10-Jun-18,Black,0,0,0,0,0,1,0,0,0,0
4,10-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
4,10-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
4,9-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
5,8-Jun-18,Black,0,1,0,0,0,0,0,0,0,0
4,8-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
3,8-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,8-Jun-18,White,0,0,1,0,0,0,0,0,0,0
4,7-Jun-18,Black,0,1,0,0,1,0,0,0,1,0
5,7-Jun-18,White,0,1,0,0,1,0,0,0,0,0
5,7-Jun-18,Black,0,0,1,0,0,0,0,0,0,0
5,7-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,7-Jun-18,Black,0,1,0,0,1,0,0,0,0,1
5,6-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,6-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
4,6-Jun-18,Black,0,0,0,0,1,0,0,0,0,0
5,6-Jun-18,Black,0,1,0,0,1,0,0,0,0,0
5,6-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,6-Jun-18,White,0,0,0,0,0,0,0,0,0,0
3,5-Jun-18,White,0,0,0,0,0,1,0,0,0,1
5,5-Jun-18,Black,1,1,0,0,1,0,0,0,0,0
3,5-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
4,5-Jun-18,Black,0,1,1,1,0,0,0,0,0,0
5,5-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,5-Jun-18,White,1,0,0,0,0,0,0,0,0,0
2,5-Jun-18,Black,0,0,0,0,0,0,1,0,0,0
5,5-Jun-18,White,0,0,0,0,0,1,0,0,0,0
5,4-Jun-18,White,1,0,0,0,0,1,0,0,0,0
5,3-Jun-18,Black,0,1,0,0,1,0,0,0,0,0
5,3-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
5,3-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
3,3-Jun-18,Black,1,0,0,1,0,0,0,1,0,0
4,3-Jun-18,Black,0,0,0,0,0,0,0,0,0,0
1,3-Jun-18,Black,0,1,0,0,0,0,0,0,0,0
5,2-Jun-18,Black,0,0,0,0,1,1,0,0,1,0
5,2-Jun-18,Black,0,1,0,0,1,0,0,1,1,0
5,1-Jun-18,Black,1,0,0,0,0,0,0,0,0,0
5,1-Jun-18,White,1,1,0,0,1,0,0,0,0,0
1,31-May-18,White,0,0,0,0,0,0,0,0,0,0
4,31-May-18,Black,0,0,0,0,0,0,0,0,0,0
1,31-May-18,White,0,0,0,0,0,0,1,0,0,0
1,31-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,31-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,31-May-18,Black,1,0,0,0,0,0,0,0,0,0
4,31-May-18,Black,0,0,0,0,0,1,0,0,1,0
5,31-May-18,White,0,1,1,0,1,0,0,0,0,0
5,31-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,31-May-18,White,0,0,0,0,0,0,0,0,0,0
4,30-May-18,White,0,0,1,0,1,1,0,0,0,0
5,30-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,30-May-18,Black,1,1,0,0,1,1,0,0,0,0
1,30-May-18,White,0,0,0,0,1,0,0,0,0,0
5,30-May-18,White,0,1,0,0,1,0,0,0,1,0
5,29-May-18,Black,1,0,0,0,0,0,0,0,0,0
5,28-May-18,Black,1,0,0,0,0,0,0,0,0,0
4,28-May-18,White,0,1,0,0,0,0,0,0,1,0
5,28-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,28-May-18,Black,0,0,0,0,1,0,0,0,0,0
5,28-May-18,White,0,0,1,1,0,0,0,0,0,0
5,28-May-18,Black,0,0,1,0,0,1,0,0,0,0
5,28-May-18,Black,1,0,0,0,0,0,0,0,0,0
4,27-May-18,Black,1,0,0,0,0,0,0,0,0,0
5,27-May-18,Black,0,0,1,0,0,0,0,0,0,0
5,27-May-18,White,0,1,0,0,0,0,0,0,0,0
3,27-May-18,Black,0,1,0,0,1,0,0,0,0,0
5,27-May-18,White,0,1,0,0,1,0,0,0,0,0
5,27-May-18,Black,1,0,1,0,0,0,0,0,0,0
5,27-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,27-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,27-May-18,Black,0,0,0,0,0,1,0,0,0,0
5,27-May-18,Black,1,1,0,0,0,0,0,0,0,0
5,26-May-18,Black,0,1,0,0,1,0,0,0,0,0
5,26-May-18,White,1,0,0,0,0,0,0,0,0,0
1,26-May-18,White,0,0,0,0,0,0,0,0,0,0
5,26-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,25-May-18,White,0,1,0,0,1,0,0,0,0,0
5,25-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,25-May-18,Black,0,1,0,0,0,0,0,0,0,0
5,25-May-18,White,0,0,0,0,1,0,0,0,0,0
4,25-May-18,Black,0,0,0,0,0,0,0,0,0,0
1,24-May-18,Black,0,0,0,0,0,0,0,0,0,0
1,24-May-18,Black,0,0,0,0,0,0,0,0,0,0
4,24-May-18,Black,0,0,0,0,1,0,0,0,0,1
5,24-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,24-May-18,White,0,1,0,0,0,0,0,0,0,0
5,23-May-18,Black,0,1,0,0,1,0,0,0,0,0
4,23-May-18,White,0,0,0,0,0,0,0,0,0,0
5,23-May-18,Black,0,0,0,0,0,0,0,0,0,0
2,23-May-18,White,0,0,0,0,0,0,0,0,1,0
5,23-May-18,Black,1,0,0,0,0,0,0,0,0,0
5,22-May-18,White,1,0,0,0,0,0,0,0,0,0
1,22-May-18,White,0,0,0,0,0,0,0,0,0,0
5,22-May-18,White,0,0,1,0,1,1,0,0,0,0
1,21-May-18,White,0,0,0,0,0,0,0,0,0,0
1,21-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,20-May-18,White,0,0,0,0,0,0,0,0,0,0
5,20-May-18,Black,0,0,0,0,0,0,0,0,0,0
4,20-May-18,Black,0,0,0,0,1,0,0,0,0,1
4,20-May-18,Black,1,0,0,0,0,0,0,0,1,0
5,20-May-18,Black,0,1,0,0,1,0,0,0,0,0
5,19-May-18,Black,0,0,0,0,0,0,0,0,0,0
3,19-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,19-May-18,White,1,0,0,0,1,0,0,0,0,0
4,19-May-18,White,1,0,0,0,0,1,0,0,0,0
5,19-May-18,Black,1,0,1,0,0,0,0,0,0,0
4,18-May-18,Black,0,1,0,0,0,0,0,1,0,0
5,18-May-18,Black,1,1,1,0,1,0,0,0,0,0
5,18-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,17-May-18,Black,0,0,1,0,0,0,0,0,0,0
5,17-May-18,Black,0,0,0,0,0,1,0,0,0,0
5,17-May-18,Black,0,1,0,0,1,0,0,0,0,0
5,17-May-18,Black,0,1,0,0,0,0,0,0,0,0
5,17-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,17-May-18,White,0,0,0,0,1,0,0,0,0,0
5,17-May-18,Black,0,1,0,0,0,0,0,0,0,0
5,16-May-18,Black,0,0,1,0,0,0,0,0,0,0
5,16-May-18,Black,0,1,1,0,0,0,0,0,0,0
5,16-May-18,Black,0,0,0,0,0,0,0,0,0,0
5,16-May-18,Black,0,0,1,0,0,0,0,0,0,0
5,16-May-18,White,0,0,0,0,1,0,0,0,0,1
5,31-Jul-18,Heather Gray Fabric ,0,0,0,0,0,0,0,0,0,0
3,31-Jul-18,Sandstone Fabric ,0,1,0,0,0,0,0,0,0,0
5,31-Jul-18,Charcoal Fabric ,0,0,1,0,0,0,0,0,0,0
5,30-Jul-18,Heather Gray Fabric ,0,1,0,0,0,0,0,0,0,0
5,30-Jul-18,Heather Gray Fabric ,1,1,0,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,0,1,1,0,0,0,0,0
5,30-Jul-18,Oak Finish ,0,0,1,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Oak Finish ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Heather Gray Fabric ,1,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Heather Gray Fabric ,0,1,0,1,0,0,0,0,0,0
5,30-Jul-18,Heather Gray Fabric ,0,0,1,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,0,0,0,0,0,0,0,0
4,30-Jul-18,Sandstone Fabric ,0,1,1,0,0,0,0,0,0,1
5,30-Jul-18,Charcoal Fabric ,1,0,0,0,0,1,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,1,0,0,0,1,0,0,1
4,30-Jul-18,Heather Gray Fabric ,0,1,1,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,0,0,0,0,0,0,0,0
3,30-Jul-18,Sandstone Fabric ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Sandstone Fabric ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,0,1,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,1,0,0,0,0,0,0,0,0
4,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,1,0
5,30-Jul-18,Charcoal Fabric ,0,0,1,0,0,0,0,0,0,0
5,30-Jul-18,Sandstone Fabric ,0,0,0,0,0,1,0,0,0,0
4,30-Jul-18,Charcoal Fabric ,0,0,1,0,0,0,0,0,0,0
5,30-Jul-18,Sandstone Fabric ,0,1,1,0,1,0,0,0,0,1
3,30-Jul-18,Heather Gray Fabric ,0,0,0,1,0,1,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,0,1,0,0,0,0,1,1,0
5,30-Jul-18,Sandstone Fabric ,1,1,0,0,0,0,0,0,0,0
4,30-Jul-18,Heather Gray Fabric ,0,0,0,0,0,0,0,0,1,0
5,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Heather Gray Fabric ,0,0,1,0,0,1,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,0,1,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
4,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,1,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,0,1,0,0,0,0,0,0,0
5,30-Jul-18,Sandstone Fabric ,0,1,0,0,0,0,0,0,0,0
5,30-Jul-18,Walnut Finish ,0,0,0,0,0,0,0,0,0,0
2,30-Jul-18,Charcoal Fabric ,0,0,1,0,0,1,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,0,0,1,0,0,0,0,0
5,30-Jul-18,Heather Gray Fabric ,1,0,0,0,0,0,0,0,0,0
3,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,0,0,0,0,0,0,0,0,0
5,30-Jul-18,Charcoal Fabric ,0,1,0,0,0,0,0,0,1,0
5,30-Jul-18,Charcoal Fabric ,0,0,0,0,1,1,0,1,0,0
5,30-Jul-18,Charcoal Fabric ,1,0,0,0,0,0,0,0,0,0
3,30-Jul-18,Sandstone Fabric ,0,0,1,0,0,0,0,0,1,0
